"","funds_lost","funds_returned","scamNetworks","scam_type_grouped"
"2581",0,0,"Binance","Exit Scam"
"2582",0,0,"Binance","Exit Scam"
"2583",0,0,"Binance","Exit Scam"
"2584",0,0,"Binance","Exit Scam"
"2585",1127696,0,"Ethereum","Exploit"
"2586",0,0,"Polygon","Exit Scam"
"2587",0,0,"Ethereum","Exit Scam"
"2588",0,0,"Binance","Exit Scam"
"2589",0,0,"Binance","Exit Scam"
"2590",0,0,"Binance","Exit Scam"
"2591",0,0,"Binance","Exit Scam"
"2592",1300000,0,"Binance","Exploit"
"2593",0,0,"Binance","Exit Scam"
"2594",9e+07,0,"Terra Classic","Exploit"
"2595",0,0,"Binance","Exit Scam"
"2596",0,0,"Fantom","Exit Scam"
"2597",0,0,"Binance","Exit Scam"
"2598",0,0,"Binance","Exit Scam"
"2599",0,0,"Binance","Exit Scam"
"2600",0,0,"Ethereum","Exit Scam"
"2601",0,0,"Ethereum","Exit Scam"
"2602",3500000,0,"Binance","Exit Scam"
"2603",0,0,"Binance","Exit Scam"
"2604",0,0,"Binance","Exit Scam"
"2605",0,0,"Ethereum","Exit Scam"
"2606",0,0,"Binance","Exit Scam"
"2607",5800000,0,"Arbitrum","Exploit"
"2608",0,0,"Binance","Exit Scam"
"2609",111162,0,"Binance","Exit Scam"
"2610",0,0,"Binance","Exit Scam"
"2611",0,0,"Binance","Exit Scam"
"2612",0,0,"Ethereum","Exit Scam"
"2613",2545,0,"Ethereum","Exit Scam"
"2614",6073083,0,"Binance","Exit Scam"
"2615",0,0,"Binance","Exit Scam"
"2616",0,0,"Binance","Exit Scam"
"2617",0,0,"Ethereum","Exit Scam"
"2618",65600,65600,"Centralized","Exploit"
"2619",0,0,"Binance","Exit Scam"
"2620",0,0,"Fantom","Exit Scam"
"2621",0,0,"Binance","Exit Scam"
"2622",0,0,"Binance","Exit Scam"
"2623",0,0,"Binance","Exit Scam"
"2624",0,0,"Binance","Exit Scam"
"2625",70375,0,"Binance","Exit Scam"
"2626",0,0,"Binance","Exit Scam"
"2627",0,0,"Binance","Exit Scam"
"2628",52852,0,"Binance","Exit Scam"
"2629",1e+07,0,"Binance","Exit Scam"
"2630",0,0,"Binance","Exit Scam"
"2631",2.8e+08,2.8e+08,"Centralized","Exploit"
"2632",0,0,"Binance","Exit Scam"
"2633",523613,0,"Ethereum","Exploit"
"2634",0,0,"Binance","Exit Scam"
"2635",5400000,0,"Centralized","Exploit"
"2636",0,0,"Binance","Exit Scam"
"2637",0,0,"Ethereum","Exit Scam"
"2638",0,0,"Binance","Exit Scam"
"2639",0,0,"Binance","Exit Scam"
"2640",0,0,"Binance","Exit Scam"
"2641",0,0,"Ethereum, Binance","Exploit"
"2642",110105,0,"Binance","Exploit"
"2643",0,0,"Binance","Exit Scam"
"2644",1.5e+07,0,"Ethereum","Exploit"
"2645",167000,0,"Centralized","Exploit"
"2646",13140,0,"Ethereum","Exit Scam"
"2647",16644,0,"Ethereum","Exit Scam"
"2648",784106,0,"Binance","Exit Scam"
"2649",1661107,0,"Binance","Exploit"
"2650",0,0,"Ethereum","Exploit"
"2651",17010503,0,"Binance","Exit Scam"
"2652",0,0,"Binance","Exploit"
"2653",0,0,"Binance","Exit Scam"
"2654",0,0,"Binance","Exit Scam"
"2655",0,0,"Binance","Exit Scam"
"2656",0,0,"Binance","Exit Scam"
"2657",0,0,"Ethereum","Exit Scam"
"2658",0,0,"Binance","Exit Scam"
"2659",0,0,"Binance","Exit Scam"
"2660",7193,0,"Ethereum","Exit Scam"
"2661",0,0,"Binance","Exit Scam"
"2662",569,0,"Binance","Exit Scam"
"2663",0,0,"Binance","Exit Scam"
"2664",122354,0,"Binance","Exploit"
"2665",0,0,"Centralized","Exit Scam"
"2666",0,0,"Binance","Exit Scam"
"2667",0,0,"Binance","Exit Scam"
"2668",0,0,"Binance","Exit Scam"
"2669",0,0,"Binance","Exit Scam"
"2670",6709834,4025900,"Solana","Exit Scam"
"2671",0,0,"Binance","Exit Scam"
"2672",6.25e+08,155800000,"Ronin","Exploit"
"2673",0,0,"Binance","Exit Scam"
"2674",7e+06,2e+06,"Ethereum","Exploit"
"2675",0,0,"Binance","Exit Scam"
"2676",3280848,0,"Binance","Exit Scam"
"2677",0,0,"Binance","Exit Scam"
"2678",0,0,"Polygon","Exit Scam"
"2679",0,0,"Ethereum","Exit Scam"
"2680",0,0,"Ethereum","Exit Scam"
"2681",0,0,"Binance","Exit Scam"
"2682",0,0,"Binance","Exit Scam"
"2683",22796,0,"Ethereum","Exit Scam"
"2684",0,0,"Ethereum","Exit Scam"
"2685",0,0,"Binance","Exit Scam"
"2686",5e+05,0,"Centralized","Exploit"
"2687",0,0,"Ethereum","Exit Scam"
"2688",0,0,"Binance","Exit Scam"
"2689",31400000,0,"Ethereum, Polygon","Exploit"
"2690",0,0,"Binance","Exit Scam"
"2691",0,0,"Binance","Exit Scam"
"2692",4440,4440,"Centralized","Exploit"
"2693",0,0,"Binance","Exit Scam"
"2694",0,0,"Ethereum","Exit Scam"
"2695",713402,0,"Ethereum","Exit Scam"
"2696",0,0,"Binance","Exit Scam"
"2697",4804,0,"Ethereum","Exit Scam"
"2698",0,0,"Ethereum","Exit Scam"
"2699",0,0,"Ethereum","Exit Scam"
"2700",0,0,"Ethereum","Exit Scam"
"2701",166306,0,"Ethereum, Binance","Exploit"
"2702",0,0,"Binance","Exit Scam"
"2703",0,0,"Ethereum","Exit Scam"
"2704",0,0,"Binance","Exit Scam"
"2705",0,0,"Binance","Exit Scam"
"2706",0,0,"Binance","Exit Scam"
"2707",0,0,"Binance","Exit Scam"
"2708",0,0,"Ethereum","Exit Scam"
"2709",0,0,"Binance","Exit Scam"
"2710",0,0,"Binance","Exit Scam"
"2711",110000,0,"Binance","Exit Scam"
"2712",0,0,"Binance","Exit Scam"
"2713",1e+09,0,"Centralized","Exploit"
"2714",0,0,"Ethereum","Exit Scam"
"2715",0,0,"Ethereum","Exit Scam"
"2716",504845,504845,"Ethereum","Exploit"
"2717",0,0,"Binance","Exit Scam"
"2718",0,0,"Ethereum","Exit Scam"
"2719",15444277,0,"Ethereum, Cronos, Binance","Exploit"
"2720",0,0,"Binance","Exit Scam"
"2721",0,0,"Binance","Exit Scam"
"2722",0,0,"Fantom","Exit Scam"
"2723",0,0,"Ethereum","Exit Scam"
"2724",0,0,"Binance","Exit Scam"
"2725",0,0,"Binance","Exit Scam"
"2726",0,0,"Binance","Exit Scam"
"2727",0,0,"Binance","Exit Scam"
"2728",0,0,"Binance","Exit Scam"
"2729",0,0,"Binance","Exit Scam"
"2730",0,0,"Ethereum","Exit Scam"
"2731",0,0,"Polygon","Exit Scam"
"2732",1323077,0,"Binance","Exit Scam"
"2733",0,0,"Binance","Exit Scam"
"2734",0,0,"Binance","Exit Scam"
"2735",0,0,"Binance","Exit Scam"
"2736",0,0,"Ethereum","Exit Scam"
"2737",91000,0,"Binance","Exploit"
"2738",0,0,"Binance","Exit Scam"
"2739",0,0,"Binance","Exit Scam"
"2740",0,0,"Binance","Exit Scam"
"2741",2072967,0,"Ethereum","Exploit"
"2742",0,0,"Ethereum","Exit Scam"
"2743",0,0,"Binance","Exit Scam"
"2744",1e+07,0,"TRON","Exit Scam"
"2745",23500000,0,"Ethereum","Exploit"
"2746",44963,0,"Binance","Exit Scam"
"2747",0,0,"Binance","Exit Scam"
"2748",529929,0,"Ethereum","Exploit"
"2749",0,0,"Binance","Exit Scam"
"2750",303625,0,"Binance","Exit Scam"
"2751",0,0,"Ethereum","Exit Scam"
"2752",77700000,0,"Centralized","Exploit"
"2753",0,0,"Ethereum","Exit Scam"
"2754",0,0,"Ethereum","Exit Scam"
"2755",0,0,"Binance","Exit Scam"
"2756",27418034,0,"Ethereum","Exploit"
"2757",0,0,"Binance","Exit Scam"
"2758",0,0,"Binance","Exit Scam"
"2759",0,0,"Binance","Exit Scam"
"2760",1260000,0,"Solana","Exploit"
"2761",6300000,0,"Ethereum","Exit Scam"
"2762",0,0,"Binance","Exit Scam"
"2763",0,0,"Binance","Exit Scam"
"2764",1949111,0,"Binance","Exploit"
"2765",0,0,"Ethereum","Exit Scam"
"2766",0,0,"Ethereum","Exit Scam"
"2767",0,0,"Binance","Exit Scam"
"2768",333987,0,"Ethereum","Exit Scam"
"2769",2600000,0,"Binance","Exploit"
"2770",2170000,0,"Centralized","Exploit"
"2771",0,0,"Binance","Exit Scam"
"2772",18144,0,"Binance","Exit Scam"
"2773",150000,0,"Ethereum","Exploit"
"2774",4500000,0,"Binance","Exit Scam"
"2775",0,0,"Binance","Exit Scam"
"2776",0,0,"Ethereum","Exit Scam"
"2777",0,0,"Binance","Exit Scam"
"2778",0,0,"Polygon","Exit Scam"
"2779",0,0,"Ethereum","Exit Scam"
"2780",32800,0,"Centralized","Exit Scam"
"2781",0,0,"Binance","Exit Scam"
"2782",0,0,"Binance","Exit Scam"
"2783",0,0,"Ethereum","Exit Scam"
"2784",0,0,"Binance","Exit Scam"
"2785",0,0,"Ethereum","Exit Scam"
"2786",0,0,"Binance","Exit Scam"
"2787",172411,190383,"Fantom","Exploit"
"2788",0,0,"Ethereum","Exit Scam"
"2789",10500000,0,"Centralized","Exploit"
"2790",7000,0,"Optimism","Exploit"
"2791",0,0,"Binance","Exit Scam"
"2792",0,0,"Binance","Exit Scam"
"2793",797,0,"Fantom","Exit Scam"
"2794",0,0,"Binance","Exit Scam"
"2795",0,0,"Binance","Exit Scam"
"2796",0,0,"Binance","Exit Scam"
"2797",2e+06,0,"Centralized","Exploit"
"2798",0,0,"Binance","Exit Scam"
"2799",0,0,"Binance","Exit Scam"
"2800",0,0,"Ethereum","Exit Scam"
"2801",1800000,0,"Other","Exploit"
"2802",0,0,"Binance","Exit Scam"
"2803",87000,0,"Centralized","Exploit"
"2804",0,0,"Ethereum","Exit Scam"
"2805",0,0,"Ethereum","Exit Scam"
"2806",1930000,0,"Centralized","Exploit"
"2807",0,0,"Binance","Exit Scam"
"2808",0,0,"Binance","Exit Scam"
"2809",0,0,"Binance","Exit Scam"
"2810",0,0,"Binance","Exit Scam"
"2811",15723948,0,"Ethereum","Exploit"
"2812",0,0,"Binance","Exit Scam"
"2813",0,0,"Ethereum","Exit Scam"
"2814",0,0,"Ethereum","Exit Scam"
"2815",3e+06,0,"Algorand","Exploit"
"2816",0,0,"Binance","Exit Scam"
"2817",0,0,"Ethereum","Exit Scam"
"2818",0,0,"Binance","Exit Scam"
"2819",0,0,"Binance","Exit Scam"
"2820",0,0,"Binance","Exit Scam"
"2821",3e+07,0,"Centralized","Exploit"
"2822",1500000,0,"Polygon","Exit Scam"
"2823",0,0,"Ethereum","Exit Scam"
"2824",0,0,"Binance","Exit Scam"
"2825",0,0,"Binance","Exit Scam"
"2826",1401772,0,"Ethereum","Exit Scam"
"2827",0,0,"Binance","Exit Scam"
"2828",0,0,"Binance","Exit Scam"
"2829",1400000,0,"Ethereum","Exploit"
"2830",3024325,0,"Fantom","Exploit"
"2831",0,0,"Binance","Exit Scam"
"2832",71555,0,"Ethereum","Exit Scam"
"2833",0,0,"Binance","Exit Scam"
"2834",0,0,"Binance","Exit Scam"
"2835",0,0,"Ethereum","Exit Scam"
"2836",0,0,"Binance","Exit Scam"
"2837",0,0,"Binance","Exit Scam"
"2838",0,0,"Ethereum","Exit Scam"
"2839",1500000,0,"Binance","Exploit"
"2840",0,0,"Binance","Exit Scam"
"2841",0,0,"Binance","Exit Scam"
"2842",0,0,"Binance","Exit Scam"
"2843",0,0,"Ethereum","Exit Scam"
"2844",0,0,"Binance","Exit Scam"
"2845",0,0,"Binance","Exit Scam"
"2846",0,0,"Ethereum","Exit Scam"
"2847",58448,0,"Binance","Exit Scam"
"2848",1786520,0,"Ethereum","Exploit"
"2849",0,0,"Binance","Exit Scam"
"2850",0,0,"Avax","Exit Scam"
"2851",1.16e+08,6.9e+07,"Solana","Exploit"
"2852",93410,0,"Ethereum","Exit Scam"
"2853",0,0,"Ethereum","Exit Scam"
"2854",0,0,"Binance","Exit Scam"
"2855",0,0,"Ethereum","Exit Scam"
"2856",0,0,"Binance","Exit Scam"
"2857",0,0,"Binance","Exit Scam"
"2858",0,0,"Binance","Exit Scam"
"2859",561284,0,"Binance","Exit Scam"
"2860",0,0,"Binance","Exit Scam"
"2861",0,0,"Binance","Exit Scam"
"2862",670000,0,"Ethereum","Exploit"
"2863",0,0,"Binance","Exit Scam"
"2864",0,0,"Binance","Exit Scam"
"2865",0,0,"Ethereum","Exit Scam"
"2866",0,0,"Binance","Exit Scam"
"2867",0,0,"Binance","Exit Scam"
"2868",0,0,"Binance","Exit Scam"
"2869",1099672,0,"Ethereum","Exit Scam"
"2870",71488,0,"Binance","Exit Scam"
"2871",0,0,"Ethereum","Exit Scam"
"2872",997086,0,"Binance","Exit Scam"
"2873",0,0,"Binance","Exit Scam"
"2874",0,0,"Ethereum","Exit Scam"
"2875",12200000,0,"Centralized","Exploit"
"2876",0,0,"Ethereum","Exit Scam"
"2877",0,0,"Binance","Exit Scam"
"2878",0,0,"Polygon","Exit Scam"
"2879",0,0,"Binance","Exit Scam"
"2880",1165500,0,"Ethereum, Binance","Exploit"
"2881",0,0,"Ethereum","Exit Scam"
"2882",0,0,"Binance","Exit Scam"
"2883",0,0,"Binance","Exit Scam"
"2884",1135097,0,"Binance","Exploit"
"2885",0,0,"Binance","Exit Scam"
"2886",0,0,"Ethereum","Exit Scam"
"2887",0,0,"Binance","Exit Scam"
"2888",11621,0,"Ethereum","Exit Scam"
"2889",9400000,0,"Binance","Exit Scam"
"2890",0,0,"Binance","Exit Scam"
"2891",0,0,"Binance","Exit Scam"
"2892",0,0,"Binance","Exit Scam"
"2893",0,0,"Binance","Exit Scam"
"2894",0,0,"Ethereum","Exit Scam"
"2895",0,0,"Ethereum","Exit Scam"
"2896",0,0,"Binance","Exit Scam"
"2897",1.1e+07,3800000,"Ethereum","Exploit"
"2898",0,0,"Binance","Exit Scam"
"2899",0,0,"Binance","Exploit"
"2900",127426,0,"Binance","Exit Scam"
"2901",0,0,"Binance","Exit Scam"
"2902",0,0,"Binance","Exit Scam"
"2903",0,0,"Ethereum","Exit Scam"
"2904",0,0,"Binance","Exit Scam"
"2905",2e+07,0,"Ethereum","Exit Scam"
"2906",0,0,"Binance","Exit Scam"
"2907",0,0,"Ethereum","Exit Scam"
"2908",0,0,"Binance","Exit Scam"
"2909",0,0,"Binance","Exit Scam"
"2910",0,0,"Binance","Exploit"
"2911",0,0,"Binance","Exit Scam"
"2912",0,0,"Binance","Exit Scam"
"2913",1321,0,"Ethereum","Exit Scam"
"2914",0,0,"Binance","Exit Scam"
"2915",0,0,"Binance","Exit Scam"
"2916",0,0,"Binance","Exit Scam"
"2917",53460,0,"Binance","Exit Scam"
"2918",0,0,"Binance","Exit Scam"
"2919",0,0,"Binance","Exit Scam"
"2920",3470,0,"Ethereum","Exit Scam"
"2921",8e+06,0,"Ethereum","Exploit"
"2922",26354,0,"Ethereum","Exit Scam"
"2923",0,0,"Binance","Exit Scam"
"2924",0,0,"Ethereum","Exit Scam"
"2925",0,0,"Polygon","Exit Scam"
"2926",0,0,"Binance","Exit Scam"
"2927",0,0,"Binance","Exit Scam"
"2928",0,0,"Ethereum","Exit Scam"
"2929",0,0,"Ethereum","Exit Scam"
"2930",0,0,"Ethereum","Exit Scam"
"2931",0,0,"Binance","Exit Scam"
"2932",0,0,"Binance","Exit Scam"
"2933",0,0,"Ethereum","Exit Scam"
"2934",3e+06,0,"Polkadot","Exploit"
"2935",0,0,"Ethereum","Exit Scam"
"2936",0,0,"Ethereum","Exit Scam"
"2937",0,0,"Ethereum","Exit Scam"
"2938",6497,0,"Ethereum","Exit Scam"
"2939",0,0,"Binance","Exit Scam"
"2940",0,0,"Ethereum","Exit Scam"
"2941",0,0,"Binance","Exit Scam"
"2942",0,0,"Binance","Exit Scam"
"2943",0,0,"Binance","Exit Scam"
"2944",0,0,"Ethereum","Exit Scam"
"2945",0,0,"Binance","Exit Scam"
"2946",0,0,"Ethereum","Exit Scam"
"2947",0,0,"Ethereum","Exit Scam"
"2948",0,0,"Binance","Exit Scam"
"2949",0,0,"Binance","Exit Scam"
"2950",0,0,"Ethereum","Exit Scam"
"2951",0,0,"Binance","Exit Scam"
"2952",0,0,"Binance","Exit Scam"
"2953",20800000,0,"Binance","Exit Scam"
"2954",5150,0,"Ethereum","Exit Scam"
"2955",0,0,"Binance","Exit Scam"
"2956",0,0,"Polygon","Exit Scam"
"2957",0,0,"Binance","Exit Scam"
"2958",0,0,"Ethereum","Exit Scam"
"2959",0,0,"Binance","Exit Scam"
"2960",0,0,"Binance","Exit Scam"
"2961",0,0,"Ethereum","Exit Scam"
"2962",0,0,"Binance","Exit Scam"
"2963",0,0,"Binance","Exit Scam"
"2964",0,0,"Ethereum","Exit Scam"
"2965",0,0,"Binance","Exit Scam"
"2966",0,0,"Binance","Exit Scam"
"2967",0,0,"Binance","Exit Scam"
"2968",0,0,"Binance","Exit Scam"
"2969",120285547,0,"Ethereum","Exploit"
"2970",70732,0,"Ethereum","Exit Scam"
"2971",0,0,"Binance","Exit Scam"
"2972",0,0,"Binance","Exit Scam"
"2973",505060,0,"Ethereum","Exploit"
"2974",0,0,"Ethereum","Exit Scam"
"2975",0,0,"Binance","Exit Scam"
"2976",36154954,0,"Ethereum","Exploit"
"2977",0,0,"Binance","Exit Scam"
"2978",132000,0,"Centralized","Exit Scam"
"2979",0,0,"Ethereum","Exit Scam"
"2980",0,0,"Binance","Exit Scam"
"2981",0,0,"Binance","Exit Scam"
"2982",24792,0,"Ethereum","Exit Scam"
"2983",0,0,"Binance","Exit Scam"
"2984",0,0,"Binance","Exit Scam"
"2985",4e+07,0,"Centralized","Exploit"
"2986",5e+06,0,"Cosmos","Exploit"
"2987",0,0,"Binance","Exit Scam"
"2988",0,0,"Ethereum","Exit Scam"
"2989",0,0,"Ethereum","Exit Scam"
"2990",824,0,"Ethereum","Exit Scam"
"2991",0,0,"Binance","Exit Scam"
"2992",2544,0,"Binance","Exit Scam"
"2993",8222,0,"Ethereum","Exit Scam"
"2994",0,0,"Binance","Exit Scam"
"2995",0,0,"Binance","Exit Scam"
"2996",0,0,"Binance","Exit Scam"
"2997",0,0,"Binance","Exit Scam"
"2998",0,0,"Binance","Exploit"
"2999",0,0,"Binance","Exit Scam"
"3000",257868,0,"Binance","Exploit"
"3001",0,0,"Binance","Exit Scam"
"3002",0,0,"Binance","Exit Scam"
"3003",0,0,"Binance","Exit Scam"
"3004",2170264,0,"Ethereum","Exit Scam"
"3005",5000,0,"Ethereum","Exit Scam"
"3006",20225,0,"Ethereum","Exit Scam"
"3007",0,0,"Binance","Exit Scam"
"3008",0,0,"Binance","Exit Scam"
"3009",0,0,"Ethereum","Exit Scam"
"3010",0,0,"Binance","Exit Scam"
"3011",5e+07,0,"Centralized","Exploit"
"3012",0,0,"Binance","Exit Scam"
"3013",0,0,"Ethereum","Exit Scam"
"3014",0,0,"Binance","Exit Scam"
"3015",0,0,"Polygon","Exit Scam"
"3016",2e+09,0,"Centralized","Exit Scam"
"3017",265050,0,"Polygon","Exploit"
"3018",2993606,2993606,"Ethereum","Exploit"
"3019",0,0,"Binance","Exit Scam"
"3020",0,0,"Binance","Exit Scam"
"3021",0,0,"Ethereum","Exit Scam"
"3022",0,0,"Binance","Exit Scam"
"3023",114360,0,"Binance","Exit Scam"
"3024",2140000,0,"Centralized","Exploit"
"3025",0,0,"Binance","Exit Scam"
"3026",1700000,0,"Fantom","Exploit"
"3027",0,0,"Polygon","Exit Scam"
"3028",3800000,3100000,"Ethereum","Exploit"
"3029",0,0,"Ethereum","Exit Scam"
"3030",0,0,"Binance","Exit Scam"
"3031",0,0,"Binance","Exit Scam"
"3032",0,0,"Ethereum","Exit Scam"
"3033",0,0,"Ethereum","Exit Scam"
"3034",3202539,3202539,"Near","Exploit"
"3035",0,0,"Binance","Exit Scam"
"3036",0,0,"Binance","Exit Scam"
"3037",3500000,0,"Polygon","Exit Scam"
"3038",0,0,"Binance","Exit Scam"
"3039",0,0,"Binance","Exit Scam"
"3040",0,0,"Ethereum","Exit Scam"
"3041",0,0,"Ethereum","Exit Scam"
"3042",10531,0,"Binance","Exit Scam"
"3043",0,0,"Ethereum","Exit Scam"
"3044",0,0,"Binance","Exit Scam"
"3045",1.1e+07,1700000,"Ethereum","Exploit"
"3046",0,0,"Binance","Exit Scam"
"3047",0,0,"Ethereum","Exit Scam"
"3048",0,0,"Ethereum","Exit Scam"
"3049",0,0,"Binance","Exit Scam"
"3050",0,0,"Ethereum","Exit Scam"
"3051",850000,0,"Ethereum","Exploit"
"3052",260000,0,"Binance","Exploit"
"3053",0,0,"Ethereum","Exit Scam"
"3054",203878,0,"Ethereum","Exit Scam"
"3055",0,0,"Binance","Exit Scam"
"3056",0,0,"Ethereum","Exit Scam"
"3057",0,0,"Binance","Exit Scam"
"3058",0,0,"Binance","Exit Scam"
"3059",0,0,"Binance","Exit Scam"
"3060",78623,0,"Binance","Exploit"
"3061",0,0,"Binance","Exit Scam"
"3062",0,0,"Binance","Exit Scam"
"3063",375000,0,"Ethereum","Exploit"
"3064",0,0,"Binance","Exit Scam"
"3065",0,0,"Binance","Exit Scam"
"3066",0,0,"Binance","Exit Scam"
"3067",0,0,"Binance","Exit Scam"
"3068",0,0,"Binance","Exit Scam"
"3069",7248,0,"Ethereum","Exit Scam"
"3070",0,0,"Binance","Exit Scam"
"3071",0,0,"Ethereum","Exit Scam"
"3072",0,0,"Binance","Exit Scam"
"3073",0,0,"Ethereum","Exit Scam"
"3074",211002,0,"Ethereum","Exploit"
"3075",0,0,"Ethereum","Exit Scam"
"3076",0,0,"Binance","Exit Scam"
"3077",0,0,"Binance","Exit Scam"
"3078",0,0,"Binance","Exit Scam"
"3079",0,0,"Ethereum","Exit Scam"
"3080",1037288,0,"Binance","Exit Scam"
"3081",0,0,"Ethereum","Exit Scam"
"3082",0,0,"Binance","Exit Scam"
"3083",58450,0,"Binance","Exploit"
"3084",0,0,"Binance","Exit Scam"
"3085",0,0,"Binance","Exit Scam"
"3086",472459,0,"Binance","Exploit"
"3087",0,0,"Binance","Exit Scam"
"3088",0,0,"Binance","Exit Scam"
"3089",0,0,"Binance","Exit Scam"
"3090",0,0,"Ethereum","Exit Scam"
"3091",0,0,"Ethereum","Exit Scam"
"3092",0,0,"Binance","Exit Scam"
"3093",4443,0,"Ethereum","Exit Scam"
"3094",251000,0,"Ethereum","Exploit"
"3095",0,0,"Ethereum","Exit Scam"
"3096",0,0,"Binance","Exit Scam"
"3097",0,0,"Binance","Exit Scam"
"3098",1500000,0,"Binance","Exploit"
"3099",0,0,"Binance","Exit Scam"
"3100",5e+06,5e+06,"Heco","Exploit"
"3101",4012,0,"Ethereum","Exit Scam"
"3102",0,0,"Binance","Exit Scam"
"3103",0,0,"Binance","Exit Scam"
"3104",44052,0,"Binance","Exit Scam"
"3105",0,0,"Ethereum","Exit Scam"
"3106",0,0,"Binance","Exit Scam"
"3107",0,0,"Ethereum","Exit Scam"
"3108",0,0,"Binance","Exit Scam"
"3109",0,0,"Binance","Exit Scam"
"3110",0,0,"Binance","Exit Scam"
"3111",238435,0,"Ethereum","Exit Scam"
"3112",0,0,"Ethereum","Exit Scam"
"3113",19219,0,"Binance","Exploit"
"3114",0,0,"Binance","Exit Scam"
"3115",41053572,0,"Ethereum, TRON, Other","Exploit"
"3116",0,0,"Binance","Exit Scam"
"3117",0,0,"Binance","Exit Scam"
"3118",156000,0,"Binance","Exit Scam"
"3119",0,0,"Ethereum","Exit Scam"
"3120",0,0,"Fantom","Exit Scam"
"3121",0,0,"Binance","Exit Scam"
"3122",0,0,"Binance","Exit Scam"
"3123",0,0,"Binance","Exit Scam"
"3124",0,0,"Polygon","Exit Scam"
"3125",0,0,"Ethereum","Exit Scam"
"3126",0,0,"Ethereum","Exit Scam"
"3127",22680,0,"Ethereum","Exit Scam"
"3128",6e+07,0,"Ethereum","Exit Scam"
"3129",0,0,"Ethereum","Exploit"
"3130",100367,0,"Ethereum","Exit Scam"
"3131",24143,0,"Ethereum","Exit Scam"
"3132",0,0,"Binance","Exit Scam"
"3133",0,0,"Binance","Exit Scam"
"3134",1.6e+08,0,"Ethereum","Exploit"
"3135",0,0,"Binance","Exit Scam"
"3136",42373,0,"Ethereum","Exploit"
"3137",0,0,"Binance","Exit Scam"
"3138",0,0,"Ethereum","Exit Scam"
"3139",0,0,"Binance","Exit Scam"
"3140",0,0,"Binance","Exit Scam"
"3141",1.9e+08,36342325,"Ethereum","Exploit"
"3142",293000,0,"Binance","Exploit"
"3143",3.6e+07,0,"Centralized","Exploit"
"3144",0,0,"Binance","Exit Scam"
"3145",0,0,"Binance","Exit Scam"
"3146",0,0,"Polygon","Exit Scam"
"3147",0,0,"Binance","Exit Scam"
"3148",95000,0,"Ethereum","Exploit"
"3149",0,0,"Binance","Exit Scam"
"3150",0,0,"Polygon","Exit Scam"
"3151",0,0,"Ethereum","Exit Scam"
"3152",0,0,"Binance","Exit Scam"
"3153",0,0,"Ethereum","Exit Scam"
"3154",0,0,"Binance","Exit Scam"
"3155",0,0,"Binance","Exit Scam"
