"","funds_lost","funds_returned","scamNetworks","scam_type_grouped"
"1309",0,0,"Polygon","Exit Scam"
"1310",0,0,"Binance","Exit Scam"
"1311",2910000,0,"Other","Exploit"
"1312",0,0,"Binance","Exit Scam"
"1313",704590,0,"Ethereum, Binance","Exploit"
"1314",0,0,"Binance","Exit Scam"
"1315",0,0,"Binance","Exit Scam"
"1316",0,0,"Binance","Exit Scam"
"1317",6e+06,0,"Centralized","Exit Scam"
"1318",0,0,"Binance","Exit Scam"
"1319",17372,0,"Ethereum","Exit Scam"
"1320",90170,0,"Ethereum","Exploit"
"1321",0,0,"Binance","Exit Scam"
"1322",0,0,"Binance","Exit Scam"
"1323",0,0,"Ethereum","Exit Scam"
"1324",0,0,"Ethereum","Exit Scam"
"1325",555,0,"Ethereum","Exit Scam"
"1326",0,0,"Binance","Exit Scam"
"1327",0,0,"Ethereum","Exit Scam"
"1328",8e+05,0,"Binance","Exploit"
"1329",0,0,"Binance","Exit Scam"
"1330",0,0,"Binance","Exit Scam"
"1331",4.5e+07,0,"Centralized","Exploit"
"1332",0,0,"Ethereum","Exit Scam"
"1333",0,0,"Ethereum","Exit Scam"
"1334",137342,0,"Binance","Exit Scam"
"1335",0,0,"Binance","Exit Scam"
"1336",0,0,"Ethereum","Exit Scam"
"1337",8992,0,"Ethereum","Exit Scam"
"1338",0,0,"Binance","Exit Scam"
"1339",3090000,0,"Centralized","Exploit"
"1340",0,0,"Ethereum","Exit Scam"
"1341",0,0,"Binance","Exit Scam"
"1342",46000,0,"Binance","Exit Scam"
"1343",4e+05,0,"OKExChain","Exploit"
"1344",0,0,"Binance","Exit Scam"
"1345",25278,0,"Binance","Exit Scam"
"1346",0,0,"Binance","Exit Scam"
"1347",0,0,"Ethereum","Exit Scam"
"1348",0,0,"Binance","Exit Scam"
"1349",0,0,"Binance","Exit Scam"
"1350",0,0,"Binance","Exit Scam"
"1351",0,0,"Polygon","Exit Scam"
"1352",0,0,"Binance","Exit Scam"
"1353",0,0,"Binance","Exit Scam"
"1354",0,0,"Binance","Exit Scam"
"1355",0,0,"Ethereum","Exit Scam"
"1356",1019300,75000,"Ethereum","Exploit"
"1357",0,0,"Ethereum","Exit Scam"
"1358",0,0,"Binance","Exit Scam"
"1359",0,0,"Ethereum","Exit Scam"
"1360",0,0,"Binance","Exit Scam"
"1361",0,0,"Binance","Exit Scam"
"1362",0,0,"Ethereum","Exit Scam"
"1363",484887,0,"Ethereum","Exit Scam"
"1364",0,0,"Ethereum","Exit Scam"
"1365",0,0,"Binance","Exit Scam"
"1366",0,0,"Binance","Exit Scam"
"1367",0,0,"Binance","Exit Scam"
"1368",0,0,"Binance","Exit Scam"
"1369",0,0,"Ethereum","Exit Scam"
"1370",0,0,"Binance","Exit Scam"
"1371",0,0,"Binance","Exit Scam"
"1372",0,0,"Binance","Exit Scam"
"1373",0,0,"Binance","Exit Scam"
"1374",0,0,"Binance","Exit Scam"
"1375",0,0,"Ethereum","Exit Scam"
"1376",94336,0,"Binance, Polygon","Exploit"
"1377",0,0,"Ethereum","Exit Scam"
"1378",1447175,0,"Binance","Exploit"
"1379",130000,0,"Ethereum","Exit Scam"
"1380",0,0,"Binance","Exit Scam"
"1381",0,0,"Binance","Exit Scam"
"1382",76480,0,"Ethereum","Exit Scam"
"1383",0,0,"Binance","Exit Scam"
"1384",0,0,"Binance","Exit Scam"
"1385",0,0,"Binance","Exit Scam"
"1386",26543,0,"Ethereum","Exit Scam"
"1387",0,0,"Binance","Exit Scam"
"1388",0,0,"Binance","Exit Scam"
"1389",0,0,"Binance","Exit Scam"
"1390",0,0,"Binance","Exit Scam"
"1391",204259,0,"Binance","Exit Scam"
"1392",0,0,"Ethereum","Exit Scam"
"1393",0,0,"Ethereum","Exit Scam"
"1394",0,0,"Binance","Exit Scam"
"1395",0,0,"Binance","Exit Scam"
"1396",0,0,"Binance","Exit Scam"
"1397",0,0,"Binance","Exit Scam"
"1398",0,0,"Binance","Exit Scam"
"1399",0,0,"Binance","Exit Scam"
"1400",1.5e+09,0,"Centralized","Exit Scam"
"1401",0,0,"Binance","Exit Scam"
"1402",0,0,"Ethereum","Exit Scam"
"1403",0,0,"Binance","Exit Scam"
"1404",15513,0,"Ethereum","Exit Scam"
"1405",303000,0,"Centralized","Exploit"
"1406",805001,0,"Ethereum","Exit Scam"
"1407",4275,0,"Ethereum","Exit Scam"
"1408",0,0,"Binance","Exit Scam"
"1409",0,0,"Ethereum","Exit Scam"
"1410",2376872,0,"Ethereum","Exploit"
"1411",0,0,"Ethereum","Exit Scam"
"1412",0,0,"Ethereum","Exit Scam"
"1413",612000,450000,"Ethereum","Exploit"
"1414",0,0,"Binance","Exit Scam"
"1415",1e+09,0,"Centralized","Exit Scam"
"1416",24483,0,"Binance","Exploit"
"1417",0,0,"Binance","Exit Scam"
"1418",0,0,"Binance","Exit Scam"
"1419",41700000,0,"Centralized","Exploit"
"1420",0,0,"Polygon","Exit Scam"
"1421",0,0,"Binance","Exit Scam"
"1422",2726413,2522800,"Ethereum","Exploit"
"1423",0,0,"Ethereum","Exit Scam"
"1424",0,0,"Binance","Exit Scam"
"1425",0,0,"Binance","Exit Scam"
"1426",0,0,"Binance","Exit Scam"
"1427",0,0,"Binance","Exit Scam"
"1428",0,0,"Ethereum","Exit Scam"
"1429",123000,0,"Centralized","Exploit"
"1430",0,0,"Binance","Exit Scam"
"1431",0,0,"Binance","Exit Scam"
"1432",0,0,"Binance","Exit Scam"
"1433",0,0,"Ethereum","Exit Scam"
"1434",342,0,"Ethereum","Exit Scam"
"1435",0,0,"Ethereum","Exit Scam"
"1436",277,0,"Ethereum","Exit Scam"
"1437",0,0,"Ethereum","Exit Scam"
"1438",0,0,"Binance","Exit Scam"
"1439",0,0,"Binance","Exit Scam"
"1440",0,0,"Binance","Exit Scam"
"1441",0,0,"Ethereum","Exit Scam"
"1442",3176,0,"Ethereum","Exit Scam"
"1443",516391,0,"Ethereum","Exploit"
"1444",0,0,"Ethereum","Exit Scam"
"1445",0,0,"Binance","Exit Scam"
"1446",0,0,"Binance","Exit Scam"
"1447",0,0,"Binance","Exit Scam"
"1448",0,0,"Binance","Exit Scam"
"1449",0,0,"Binance","Exit Scam"
"1450",0,0,"Binance","Exit Scam"
"1451",0,0,"Binance","Exit Scam"
"1452",0,0,"Ethereum","Exit Scam"
"1453",371260,371260,"Ethereum","Exploit"
"1454",0,0,"Ethereum","Exit Scam"
"1455",0,0,"Binance","Exit Scam"
"1456",0,0,"Binance","Exit Scam"
"1457",0,0,"Binance","Exit Scam"
"1458",10423,0,"Ethereum","Exit Scam"
"1459",0,0,"Ethereum","Exit Scam"
"1460",34122,0,"Ethereum","Exit Scam"
"1461",0,0,"Binance","Exit Scam"
"1462",0,0,"Binance","Exit Scam"
"1463",0,0,"Binance","Exit Scam"
"1464",0,0,"Binance","Exit Scam"
"1465",330,0,"Ethereum","Exit Scam"
"1466",0,0,"Ethereum","Exit Scam"
"1467",6e+07,0,"Ethereum","Exit Scam"
"1468",0,0,"Binance","Exit Scam"
"1469",0,0,"Binance","Exit Scam"
"1470",207620,0,"Binance","Exit Scam"
"1471",0,0,"Ethereum","Exit Scam"
"1472",0,0,"Ethereum","Exit Scam"
"1473",159685,0,"Binance","Exit Scam"
"1474",0,0,"Binance","Exit Scam"
"1475",0,0,"Binance","Exit Scam"
"1476",0,0,"Binance","Exit Scam"
"1477",0,0,"Ethereum","Exit Scam"
"1478",6.6e+07,0,"Binance","Exploit"
"1479",14100,0,"Binance","Exit Scam"
"1480",62500,0,"Fantom","Exploit"
"1481",0,0,"Binance","Exit Scam"
"1482",0,0,"Binance","Exit Scam"
"1483",0,0,"Binance","Exit Scam"
"1484",9863088,0,"EOS","Exploit"
"1485",128194,0,"Ethereum","Exit Scam"
"1486",0,0,"Binance","Exit Scam"
"1487",351064,0,"Ethereum","Exploit"
"1488",16867,0,"Ethereum","Exit Scam"
"1489",0,0,"Binance","Exit Scam"
"1490",0,0,"Binance","Exit Scam"
"1491",16,0,"Binance","Exploit"
"1492",6152,0,"Ethereum","Exit Scam"
"1493",7451,0,"Ethereum","Exit Scam"
"1494",0,0,"Binance","Exit Scam"
"1495",0,0,"Binance","Exit Scam"
"1496",0,0,"Ethereum","Exit Scam"
"1497",0,0,"Binance","Exit Scam"
"1498",0,0,"Binance","Exit Scam"
"1499",0,0,"Binance","Exit Scam"
"1500",1109632,0,"Avax","Exploit"
"1501",0,0,"Binance","Exit Scam"
"1502",0,0,"Ethereum","Exit Scam"
"1503",1192464,0,"Binance","Exploit"
"1504",0,0,"Binance","Exit Scam"
"1505",0,0,"Ethereum","Exit Scam"
"1506",2e+06,0,"Ethereum","Exploit"
"1507",0,0,"Binance","Exit Scam"
"1508",2300000,0,"Binance","Exit Scam"
"1509",0,0,"Ethereum","Exit Scam"
"1510",9100000,8472100,"Other","Exploit"
"1511",34703,0,"Ethereum","Exit Scam"
"1512",991,0,"Ethereum","Exit Scam"
"1513",0,0,"Binance","Exit Scam"
"1514",0,0,"Binance","Exit Scam"
"1515",0,0,"Ethereum","Exit Scam"
"1516",0,0,"Binance","Exit Scam"
"1517",59082,0,"Polygon","Exit Scam"
"1518",0,0,"Binance","Exit Scam"
"1519",0,0,"Binance","Exit Scam"
"1520",79670,0,"Binance","Exploit"
"1521",0,0,"Ethereum","Exit Scam"
"1522",0,0,"Binance","Exit Scam"
"1523",0,0,"Ethereum","Exit Scam"
"1524",0,0,"Binance","Exit Scam"
"1525",0,0,"Ethereum","Exit Scam"
"1526",277000,0,"Centralized","Exit Scam"
"1527",3642100,0,"Binance","Exploit"
"1528",5e+05,0,"Ethereum","Exit Scam"
"1529",11578,0,"Ethereum","Exploit"
"1530",0,0,"Binance","Exit Scam"
"1531",581250,0,"Binance","Exploit"
"1532",0,0,"Binance","Exit Scam"
"1533",0,0,"Binance","Exit Scam"
"1534",72446,0,"Ethereum","Exit Scam"
"1535",0,0,"Binance","Exit Scam"
"1536",0,0,"Binance","Exit Scam"
"1537",0,0,"Binance","Exit Scam"
"1538",0,0,"Binance","Exit Scam"
"1539",0,0,"Binance","Exit Scam"
"1540",0,0,"Ethereum","Exit Scam"
"1541",3e+07,0,"Avax","Exit Scam"
"1542",1600000,0,"Polkadot","Exploit"
"1543",0,0,"Binance","Exit Scam"
"1544",0,0,"Binance","Exit Scam"
"1545",0,0,"Binance","Exit Scam"
"1546",0,0,"Binance","Exit Scam"
"1547",49000,0,"Binance","Exit Scam"
"1548",0,0,"Ethereum","Exit Scam"
"1549",0,0,"Binance","Exit Scam"
"1550",0,0,"Ethereum","Exit Scam"
"1551",0,0,"Binance","Exit Scam"
"1552",0,0,"Polygon","Exit Scam"
"1553",60813,0,"Binance","Exit Scam"
"1554",0,0,"Ethereum","Exit Scam"
"1555",0,0,"Ethereum","Exit Scam"
"1556",0,0,"Binance","Exit Scam"
"1557",0,0,"Polygon","Exit Scam"
"1558",0,0,"Ethereum","Exit Scam"
"1559",0,0,"Binance","Exit Scam"
"1560",0,0,"Ethereum","Exit Scam"
"1561",0,0,"Ethereum","Exit Scam"
"1562",0,0,"Binance","Exit Scam"
"1563",0,0,"Binance","Exit Scam"
"1564",0,0,"Binance","Exit Scam"
"1565",0,0,"Binance","Exit Scam"
"1566",4980000,0,"Centralized","Exploit"
"1567",0,0,"Binance","Exit Scam"
"1568",0,0,"Binance","Exit Scam"
"1569",380300,0,"Binance","Exit Scam"
"1570",0,0,"Binance","Exit Scam"
"1571",9669,0,"Ethereum","Exit Scam"
"1572",0,0,"Binance","Exit Scam"
"1573",8800,0,"Binance","Exploit"
"1574",0,0,"Binance","Exit Scam"
"1575",0,0,"Ethereum","Exit Scam"
"1576",0,0,"Ethereum","Exit Scam"
"1577",0,0,"Binance","Exit Scam"
"1578",0,0,"Binance","Exit Scam"
"1579",0,0,"Ethereum","Exit Scam"
"1580",0,0,"Ethereum","Exit Scam"
"1581",4049,0,"Ethereum","Exit Scam"
"1582",0,0,"Binance","Exit Scam"
"1583",0,0,"Binance","Exit Scam"
"1584",190370,119251,"Optimism","Exploit"
"1585",8987,0,"Ethereum","Exit Scam"
"1586",0,0,"Binance","Exit Scam"
"1587",0,0,"Ethereum","Exit Scam"
"1588",2e+06,0,"Centralized","Exploit"
"1589",0,0,"Binance","Exit Scam"
"1590",0,0,"Ethereum","Exit Scam"
"1591",0,0,"Binance","Exit Scam"
"1592",0,0,"Binance","Exit Scam"
"1593",0,0,"Binance","Exit Scam"
"1594",0,0,"Binance","Exit Scam"
"1595",0,0,"Binance","Exit Scam"
"1596",0,0,"Binance","Exit Scam"
"1597",0,0,"Binance","Exit Scam"
"1598",2e+06,0,"Ethereum","Exploit"
"1599",3.2e+07,0,"Binance","Exit Scam"
"1600",0,0,"Binance","Exit Scam"
"1601",0,0,"Fantom","Exit Scam"
"1602",0,0,"Ethereum","Exit Scam"
"1603",0,0,"Ethereum","Exit Scam"
"1604",39443,0,"Ethereum","Exploit"
"1605",21709378,0,"Centralized","Exploit"
"1606",0,0,"Polygon","Exit Scam"
"1607",0,0,"Binance","Exit Scam"
"1608",0,0,"Binance","Exit Scam"
"1609",0,0,"Binance","Exit Scam"
"1610",0,0,"Binance","Exit Scam"
"1611",0,0,"Binance","Exit Scam"
"1612",0,0,"Binance","Exit Scam"
"1613",432497,0,"Binance","Exploit"
"1614",2370000,0,"Centralized","Exploit"
"1615",83884,0,"Ethereum","Exit Scam"
"1616",0,0,"Binance","Exit Scam"
"1617",0,0,"Binance","Exit Scam"
"1618",0,0,"Polygon","Exit Scam"
"1619",0,0,"Binance","Exit Scam"
"1620",0,0,"Binance","Exit Scam"
"1621",0,0,"Ethereum","Exit Scam"
"1622",0,0,"Ethereum","Exit Scam"
"1623",2e+06,0,"Terra Classic","Exploit"
"1624",0,0,"Ethereum","Exit Scam"
"1625",0,0,"Ethereum","Exit Scam"
"1626",0,0,"Binance","Exit Scam"
"1627",0,0,"Binance","Exit Scam"
"1628",6030000,0,"Centralized","Exit Scam"
"1629",290738,0,"Binance","Exploit"
"1630",0,0,"Binance","Exit Scam"
"1631",0,0,"Binance","Exit Scam"
"1632",781637,0,"Fantom","Exit Scam"
"1633",1.3e+07,0,"Ethereum","Exploit"
"1634",0,0,"Binance","Exit Scam"
"1635",0,0,"Ethereum","Exit Scam"
"1636",0,0,"Binance","Exit Scam"
"1637",30883780,0,"Binance","Exit Scam"
"1638",0,0,"Binance","Exit Scam"
"1639",165000,0,"Ethereum","Exploit"
"1640",0,0,"Binance","Exit Scam"
"1641",1e+08,0,"Centralized","Exploit"
"1642",0,0,"Binance","Exit Scam"
"1643",665840,0,"Ethereum","Exploit"
"1644",0,0,"Binance","Exit Scam"
"1645",0,0,"Ethereum","Exit Scam"
"1646",0,0,"Binance","Exit Scam"
"1647",0,0,"Binance","Exit Scam"
"1648",0,0,"Binance","Exit Scam"
"1649",0,0,"Ethereum","Exit Scam"
"1650",18558,0,"Binance","Exit Scam"
"1651",0,0,"Binance","Exit Scam"
"1652",0,0,"Binance","Exit Scam"
"1653",0,0,"Binance","Exit Scam"
"1654",0,0,"Binance","Exit Scam"
"1655",732647,0,"Binance","Exit Scam"
"1656",7e+06,0,"Ethereum, Binance","Exploit"
"1657",0,0,"Binance","Exit Scam"
"1658",0,0,"Polygon","Exit Scam"
"1659",0,0,"Polygon","Exit Scam"
"1660",1508300,0,"Fantom","Exploit"
"1661",0,0,"Binance","Exit Scam"
"1662",0,0,"Binance","Exit Scam"
"1663",0,0,"Binance","Exit Scam"
"1664",0,0,"Binance","Exit Scam"
"1665",1580000,0,"Centralized","Exploit"
"1666",0,0,"Ethereum","Exit Scam"
"1667",0,0,"Binance","Exit Scam"
"1668",0,0,"Binance","Exit Scam"
"1669",794041,0,"Binance","Exploit"
"1670",0,0,"Ethereum","Exit Scam"
"1671",7.5e+07,0,"Centralized","Exploit"
"1672",0,0,"Binance","Exit Scam"
"1673",0,0,"Binance","Exit Scam"
"1674",0,0,"Binance","Exit Scam"
"1675",0,0,"Binance","Exit Scam"
"1676",0,0,"Ethereum","Exit Scam"
"1677",0,0,"Ethereum","Exit Scam"
"1678",0,0,"Polygon","Exit Scam"
"1679",0,0,"Binance","Exit Scam"
"1680",142950,0,"Binance","Exit Scam"
"1681",0,0,"Binance","Exit Scam"
"1682",0,0,"Binance","Exit Scam"
"1683",0,0,"Binance","Exit Scam"
"1684",0,0,"Binance","Exit Scam"
"1685",0,0,"Binance","Exit Scam"
"1686",0,0,"Ethereum","Exit Scam"
"1687",1e+06,0,"Ethereum","Exploit"
"1688",0,0,"Binance","Exit Scam"
"1689",0,0,"Ethereum","Exit Scam"
"1690",0,0,"Ethereum","Exit Scam"
"1691",0,0,"Ethereum","Exit Scam"
"1692",0,0,"Binance","Exit Scam"
"1693",8e+07,0,"Binance","Exploit"
"1694",0,0,"Ethereum","Exit Scam"
"1695",0,0,"Binance","Exit Scam"
"1696",0,0,"Ethereum","Exit Scam"
"1697",60852,0,"Binance","Exit Scam"
"1698",0,0,"Ethereum","Exit Scam"
"1699",0,0,"Binance","Exit Scam"
"1700",0,0,"Binance","Exit Scam"
"1701",0,0,"Binance","Exit Scam"
"1702",0,0,"Ethereum","Exit Scam"
"1703",0,0,"Binance","Exit Scam"
"1704",33988,0,"Ethereum","Exit Scam"
"1705",0,0,"Binance","Exit Scam"
"1706",0,0,"Binance","Exit Scam"
"1707",0,0,"Binance","Exit Scam"
"1708",0,0,"Binance","Exit Scam"
"1709",0,0,"Binance","Exit Scam"
"1710",1790000,0,"Centralized","Exploit"
"1711",0,0,"Ethereum","Exit Scam"
"1712",0,0,"Binance","Exit Scam"
"1713",0,0,"Binance","Exit Scam"
"1714",0,0,"Binance","Exit Scam"
"1715",0,0,"Ethereum","Exit Scam"
"1716",0,0,"Binance","Exit Scam"
"1717",11678,0,"Ethereum","Exit Scam"
"1718",42099,0,"Ethereum","Exit Scam"
"1719",2.9e+09,0,"Centralized","Exit Scam"
"1720",0,0,"Binance","Exit Scam"
"1721",0,0,"Binance","Exit Scam"
"1722",0,0,"Ethereum","Exit Scam"
"1723",4e+05,0,"Other","Exploit"
"1724",0,0,"Ethereum","Exit Scam"
"1725",5570000,0,"Binance","Exploit"
"1726",0,0,"Binance","Exit Scam"
"1727",0,0,"Binance","Exit Scam"
"1728",31797,0,"Ethereum","Exit Scam"
"1729",0,0,"Binance","Exit Scam"
"1730",0,0,"Ethereum","Exit Scam"
"1731",0,0,"Binance","Exit Scam"
"1732",0,0,"Binance","Exit Scam"
"1733",0,0,"Polygon","Exit Scam"
"1734",0,0,"Binance","Exit Scam"
"1735",0,0,"Binance","Exit Scam"
"1736",0,0,"Binance","Exit Scam"
"1737",0,0,"Ethereum","Exit Scam"
"1738",0,0,"Binance","Exit Scam"
"1739",0,0,"Binance","Exit Scam"
"1740",3924,0,"Ethereum","Exit Scam"
"1741",0,0,"Binance","Exit Scam"
"1742",0,0,"Ethereum","Exit Scam"
"1743",0,0,"Ethereum","Exit Scam"
"1744",111637,0,"Ethereum","Exit Scam"
"1745",0,0,"Binance","Exit Scam"
"1746",6300000,0,"Binance","Exploit"
"1747",0,0,"Binance","Exit Scam"
"1748",0,0,"Binance","Exit Scam"
"1749",0,0,"Binance","Exit Scam"
"1750",0,0,"Ethereum","Exit Scam"
"1751",0,0,"Ethereum","Exit Scam"
"1752",0,0,"Polygon","Exit Scam"
"1753",0,0,"Ethereum","Exit Scam"
"1754",0,0,"Ethereum","Exit Scam"
"1755",0,0,"Binance","Exit Scam"
"1756",0,0,"Binance","Exit Scam"
"1757",0,0,"Ethereum","Exit Scam"
"1758",0,0,"Binance","Exit Scam"
"1759",0,0,"Binance","Exit Scam"
"1760",0,0,"Binance","Exit Scam"
"1761",6154,0,"Ethereum","Exit Scam"
"1762",6420000,6420000,"Centralized","Exploit"
"1763",0,0,"Polygon","Exit Scam"
"1764",0,0,"Binance","Exit Scam"
"1765",360000,0,"Ethereum","Exit Scam"
"1766",2602079,0,"Binance","Exit Scam"
"1767",0,0,"Polygon","Exit Scam"
"1768",0,0,"Polygon","Exit Scam"
"1769",0,0,"Ethereum","Exit Scam"
"1770",0,0,"Binance","Exit Scam"
"1771",0,0,"Binance","Exit Scam"
"1772",5e+05,0,"Ethereum","Exploit"
"1773",0,0,"Binance","Exit Scam"
"1774",0,0,"Binance","Exit Scam"
"1775",0,0,"Binance","Exit Scam"
"1776",0,0,"Binance","Exit Scam"
"1777",0,0,"Binance","Exit Scam"
"1778",10239,0,"Binance","Exit Scam"
"1779",0,0,"Polygon","Exit Scam"
"1780",0,0,"Binance","Exit Scam"
"1781",0,0,"Binance","Exit Scam"
"1782",0,0,"Binance","Exit Scam"
"1783",3.2e+07,0,"Centralized","Exploit"
"1784",129526,0,"Ethereum","Exit Scam"
"1785",0,0,"Binance","Exit Scam"
"1786",0,0,"Ethereum","Exit Scam"
"1787",14500000,0,"Ethereum","Exploit"
"1788",0,0,"Binance","Exit Scam"
"1789",4144,0,"Ethereum","Exit Scam"
"1790",0,0,"Binance","Exit Scam"
"1791",1078194,0,"RSK","Exploit"
"1792",0,0,"Ethereum","Exit Scam"
"1793",0,0,"Binance","Exit Scam"
"1794",0,0,"Ethereum","Exit Scam"
"1795",0,0,"Ethereum","Exploit"
"1796",0,0,"Ethereum","Exit Scam"
"1797",138340,0,"Ethereum","Exit Scam"
"1798",1100000,0,"Centralized","Exploit"
"1799",0,0,"Polygon","Exit Scam"
"1800",0,0,"Binance","Exit Scam"
"1801",91320,0,"Binance","Exploit"
"1802",0,0,"Binance","Exit Scam"
"1803",161000,0,"Centralized","Exploit"
"1804",0,0,"Binance","Exit Scam"
"1805",0,0,"Binance","Exit Scam"
"1806",191468,0,"Binance","Exit Scam"
"1807",0,0,"Binance","Exit Scam"
"1808",148019,0,"Binance","Exit Scam"
"1809",0,0,"Binance","Exit Scam"
"1810",0,0,"Binance","Exit Scam"
"1811",0,0,"Ethereum","Exit Scam"
"1812",0,0,"Binance","Exit Scam"
"1813",0,0,"Binance","Exit Scam"
"1814",0,0,"Binance","Exit Scam"
"1815",0,0,"Binance","Exit Scam"
"1816",0,0,"Binance","Exit Scam"
"1817",0,0,"Ethereum","Exit Scam"
"1818",0,0,"Ethereum","Exit Scam"
"1819",0,0,"Binance","Exit Scam"
"1820",0,0,"Ethereum","Exit Scam"
"1821",0,0,"Binance","Exit Scam"
"1822",0,0,"Binance","Exit Scam"
"1823",0,0,"Ethereum","Exploit"
"1824",3919,0,"Ethereum","Exit Scam"
"1825",0,0,"Ethereum","Exit Scam"
"1826",212432,0,"Binance","Exit Scam"
"1827",0,0,"Ethereum","Exit Scam"
"1828",0,0,"Ethereum","Exit Scam"
"1829",0,0,"Binance","Exit Scam"
"1830",0,0,"Binance","Exit Scam"
"1831",34721,0,"Binance","Exit Scam"
"1832",0,0,"Binance","Exit Scam"
"1833",0,0,"Ethereum","Exit Scam"
"1834",0,0,"Polygon","Exit Scam"
"1835",0,0,"Binance","Exit Scam"
"1836",0,0,"Binance","Exit Scam"
"1837",0,0,"Ethereum","Exit Scam"
"1838",0,0,"Ethereum","Exit Scam"
"1839",0,0,"Binance","Exit Scam"
"1840",0,0,"Binance","Exit Scam"
"1841",73167,0,"Ethereum","Exit Scam"
"1842",6e+06,0,"Klaytn","Exit Scam"
"1843",0,0,"Ethereum","Exit Scam"
"1844",0,0,"Binance","Exit Scam"
"1845",0,0,"Binance","Exit Scam"
"1846",0,0,"Binance","Exit Scam"
"1847",0,0,"Binance","Exit Scam"
"1848",0,0,"Ethereum","Exit Scam"
"1849",0,0,"Ethereum","Exit Scam"
"1850",0,0,"Ethereum","Exit Scam"
"1851",103540,0,"Binance","Exit Scam"
"1852",0,0,"Binance","Exit Scam"
"1853",0,0,"Binance","Exit Scam"
"1854",0,0,"Binance","Exit Scam"
"1855",0,0,"Binance","Exit Scam"
"1856",122000,0,"Binance","Exit Scam"
"1857",1867271,0,"Ethereum","Exploit"
"1858",30500000,0,"Binance","Exploit"
"1859",286136,0,"Ethereum","Exit Scam"
"1860",0,0,"Binance","Exit Scam"
"1861",0,0,"Binance","Exit Scam"
"1862",0,0,"Binance","Exit Scam"
"1863",0,0,"Ethereum","Exit Scam"
"1864",0,0,"Binance","Exit Scam"
"1865",0,0,"Binance","Exit Scam"
"1866",0,0,"Ethereum","Exit Scam"
"1867",0,0,"Ethereum","Exit Scam"
"1868",0,0,"Binance","Exit Scam"
"1869",0,0,"Ethereum","Exit Scam"
"1870",0,0,"Binance","Exit Scam"
"1871",0,0,"Binance","Exit Scam"
"1872",2003,0,"Ethereum","Exit Scam"
"1873",570000,0,"Centralized","Exit Scam"
"1874",0,0,"Ethereum","Exit Scam"
"1875",0,0,"Binance","Exit Scam"
"1876",0,0,"Fantom","Exit Scam"
"1877",0,0,"Ethereum","Exit Scam"
"1878",0,0,"Ethereum","Exit Scam"
"1879",0,0,"Binance","Exit Scam"
"1880",0,0,"Binance","Exit Scam"
"1881",0,0,"Binance","Exit Scam"
"1882",470000,0,"Ethereum","Exploit"
"1883",0,0,"Binance","Exit Scam"
"1884",0,0,"Ethereum","Exit Scam"
"1885",0,0,"Binance","Exit Scam"
"1886",0,0,"Ethereum","Exit Scam"
"1887",0,0,"Binance","Exit Scam"
"1888",0,0,"Binance","Exit Scam"
"1889",123000,0,"Centralized","Exploit"
"1890",0,0,"Binance","Exit Scam"
"1891",598,0,"Ethereum","Exit Scam"
"1892",0,0,"Ethereum","Exit Scam"
"1893",342000,0,"Centralized","Exploit"
"1894",0,0,"Binance","Exit Scam"
"1895",0,0,"Binance","Exit Scam"
"1896",0,0,"Polygon","Exit Scam"
"1897",0,0,"Binance","Exit Scam"
"1898",0,0,"Binance","Exit Scam"
"1899",7645284,204800,"Ethereum","Exploit"
"1900",0,0,"Binance","Exit Scam"
"1901",0,0,"Ethereum","Exit Scam"
"1902",0,0,"Binance","Exit Scam"
"1903",175184,0,"Binance","Exit Scam"
"1904",0,0,"Binance","Exit Scam"
"1905",0,0,"Binance","Exit Scam"
"1906",8900000,0,"Binance","Exploit"
"1907",228000,0,"Centralized","Exploit"
"1908",0,0,"Binance","Exit Scam"
"1909",0,0,"Binance","Exit Scam"
"1910",0,0,"Ethereum","Exit Scam"
"1911",0,0,"Binance","Exit Scam"
"1912",0,0,"Binance","Exit Scam"
"1913",0,0,"Ethereum","Exit Scam"
"1914",0,0,"Binance","Exit Scam"
"1915",0,0,"Binance","Exit Scam"
"1916",1280809,0,"Binance","Exit Scam"
"1917",0,0,"Binance","Exit Scam"
"1918",0,0,"Binance","Exit Scam"
"1919",170000,0,"Binance","Exploit"
"1920",0,0,"Binance","Exit Scam"
"1921",0,0,"Binance","Exit Scam"
"1922",51411,0,"Binance","Exit Scam"
"1923",1.55e+08,0,"Ethereum","Exploit"
"1924",8e+06,0,"Ethereum","Exploit"
"1925",0,0,"Binance","Exit Scam"
"1926",0,0,"Ethereum","Exit Scam"
"1927",0,0,"Binance","Exit Scam"
"1928",0,0,"Binance","Exit Scam"
"1929",1115266,0,"Binance","Exploit"
"1930",0,0,"Binance","Exit Scam"
"1931",0,0,"Ethereum","Exit Scam"
"1932",0,0,"Binance","Exit Scam"
"1933",224579,0,"Ethereum","Exit Scam"
"1934",0,0,"Binance","Exit Scam"
"1935",27000,0,"Binance","Exit Scam"
"1936",0,0,"Polygon","Exit Scam"
"1937",0,0,"Binance","Exit Scam"
"1938",0,0,"Binance","Exit Scam"
"1939",0,0,"Binance","Exit Scam"
"1940",2241690,0,"Binance","Exit Scam"
"1941",3003942,0,"Ethereum","Exploit"
"1942",0,0,"Binance","Exit Scam"
"1943",0,0,"Binance","Exit Scam"
"1944",0,0,"Ethereum","Exit Scam"
